QuickSortLomuto,Sorted,262144,17.8
QuickSortLomuto,PartiallySorted,262144,17.6
QuickSortLomuto,Reversed,262144,18.3
QuickSortLomuto,Random,262144,18.1
QuickSortLomuto,ManyDupes,524288,37.4
QuickSortLomuto,Dupes,524288,37.7
QuickSortLomuto,Sorted,524288,38.6
QuickSortLomuto,Reversed,524288,38
QuickSortLomuto,PartiallySorted,524288,37.9
QuickSortLomuto,Random,524288,38.7
QuickSortLomuto,ManyDupes,1048576,77.9
QuickSortLomuto,Sorted,1048576,79
QuickSortLomuto,Reversed,1048576,79.4
QuickSortLomuto,Dupes,1048576,82
QuickSortLomuto,PartiallySorted,1048576,79.2
QuickSortLomuto,Random,1048576,81.2
QuickSortLomuto,ManyDupes,2097152,164
QuickSortLomuto,Sorted,2097152,163.8
QuickSortLomuto,Dupes,2097152,163.3
QuickSortLomuto,Reversed,2097152,165.1
QuickSortLomuto,PartiallySorted,2097152,165.7
QuickSortLomuto,Random,2097152,164.8
QuickSortLomuto,ManyDupes,4194304,347.1
QuickSortLomuto,Reversed,4194304,340.5
QuickSortLomuto,Sorted,4194304,349.9
QuickSortLomuto,Dupes,4194304,347.9
QuickSortLomuto,PartiallySorted,4194304,341.4
QuickSortLomuto,Random,4194304,341.5
QuickSortLomuto,ManyDupes,8388608,734.3
QuickSortLomuto,Reversed,8388608,727.6
QuickSortLomuto,Sorted,8388608,734.4
QuickSortLomuto,Dupes,8388608,733.2
QuickSortLomuto,PartiallySorted,8388608,728.3
QuickSortLomuto,Random,8388608,727.9
QuickSortLomuto,ManyDupes,16777216,1544.1
QuickSortLomuto,Reversed,16777216,1530.8
QuickSortLomuto,Sorted,16777216,1542.4
QuickSortLomuto,Dupes,16777216,1547.5
QuickSortLomuto,PartiallySorted,16777216,1532.2
QuickSortLomuto,Random,16777216,1516.8
QuickSortLomuto,ManyDupes,33554432,3064.1
QuickSortLomuto,Reversed,33554432,3070.4
QuickSortLomuto,Dupes,33554432,3100.8
QuickSortLomuto,Sorted,33554432,3088.3
QuickSortLomuto,PartiallySorted,33554432,3105.9
QuickSortLomuto,Random,33554432,3096.8
QuickSortLomuto,ManyDupes,67108864,6443.5
QuickSortLomuto,Dupes,67108864,6386.5
QuickSortLomuto,Sorted,67108864,6402.3
QuickSortLomuto,Reversed,67108864,6409
QuickSortLomuto,PartiallySorted,67108864,6440.2
QuickSortLomuto,Random,67108864,6483.7
QuickSortLomuto,ManyDupes,134217728,13672.3
QuickSortLomuto,ManyDupes,268435456,FAILED BECAUSE OF: Failed to allocate array of size 268435456 after 100 attempts: ERROR: std::bad_alloc
QuickSortLomuto,Dupes,134217728,13727.3
QuickSortLomuto,Dupes,268435456,FAILED BECAUSE OF: Failed to allocate array of size 268435456 after 100 attempts: ERROR: std::bad_alloc
QuickSortLomuto,Sorted,134217728,13674.7
QuickSortLomuto,Sorted,268435456,FAILED BECAUSE OF: Failed to allocate array of size 268435456 after 100 attempts: ERROR: std::bad_alloc
QuickSortLomuto,Reversed,134217728,13661.9
QuickSortLomuto,PartiallySorted,134217728,13546.2
QuickSortLomuto,PartiallySorted,268435456,FAILED BECAUSE OF: Failed to allocate array of size 268435456 after 100 attempts: ERROR: std::bad_alloc
QuickSortLomuto,Random,134217728,13459
QuickSortLomuto,Reversed,268435456,26796.8
QuickSortLomuto,Random,268435456,26674.1
